Boro-Block-Lot,Scaled Ratiness,BBLID
1-00856-7502,0.066666667,1008567502
1-00856-7503,#DIV/0!,1008567503
1-00857-7501,0.1,1008577501
1-00858-0008,0.066666667,1008580008
1-00858-7501,0.1,1008587501
1-00859-7501,0.066666667,1008597501
1-00859-7502,0.1,1008597502
1-00860-7501,0.1,1008607501
1-00862-7502,0.066666667,1008627502
1-00862-7503,0.066666667,1008627503
1-00864-7501,0.1,1008647501
1-00865-0040,0.1,1008650040
1-00865-7501,0.1,1008657501
1-00865-7502,0.066666667,1008657502
1-00866-7501,0.066666667,1008667501
1-00866-7502,0.1,1008667502
1-00867-7501,0.1,1008677501
1-00868-7501,0.1,1008687501
1-00868-7502,0.1,1008687502
1-00868-7503,0.1,1008687503
1-00869-7501,0.1,1008697501
1-00870-7501,0.1,1008707501
1-00872-0051,0.066666667,1008720051
1-00872-0052,0.066666667,1008720052
1-00873-0028,0.1,1008730028
1-00874-0021,0.066666667,1008740021
1-00874-7501,0.066666667,1008747501
1-00875-0079,0.1,1008750079
1-00876-7501,0.1,1008767501
1-00876-7502,#DIV/0!,1008767502
1-00876-7503,0.2,1008767503
1-00877-0057,0.1,1008770057
1-00877-0060,0.1,1008770060
1-00879-0033,0.066666667,1008790033
1-00879-0070,1.266666667,1008790070
1-00879-7501,0.1,1008797501
1-00880-0006,#DIV/0!,1008800006
1-00880-7501,0.1,1008807501
1-00881-7501,0.066666667,1008817501
1-00882-0028,0.066666667,1008820028
1-00882-0038,0.066666667,1008820038
1-00883-0031,3.066666667,1008830031
1-00884-7501,0.1,1008847501
1-00885-0051,0.1,1008850051
1-00885-7501,0.1,1008857501
1-00885-7502,0.1,1008857502
1-00886-0063,0.066666667,1008860063
1-00886-7501,0.1,1008867501
1-00886-7502,0.066666667,1008867502
1-00886-7503,0.1,1008867503
1-00887-7501,0.1,1008877501
1-00888-0031,0.066666667,1008880031
1-00888-0055,2.466666667,1008880055
1-00888-7501,0.066666667,1008887501
1-00889-0022,#DIV/0!,1008890022
1-00889-0065,0.1,1008890065
1-00890-7501,0.1,1008907501
1-00890-7503,0.1,1008907503
1-00891-0027,0.1,1008910027
1-00892-7501,0.1,1008927501
1-00892-7503,0.1,1008927503
1-00893-0064,0.1,1008930064
1-00894-7501,0.1,1008947501
1-00894-7502,3.066666667,1008947502
1-00894-7503,0.066666667,1008947503
1-00896-0015,#DIV/0!,1008960015
1-00896-0048,0.066666667,1008960048
1-00897-7501,0.066666667,1008977501
1-00898-7501,0.066666667,1008987501
1-00898-7502,0.1,1008987502
1-00902-0051,0.1,1009020051
1-00903-0013,0.066666667,1009030013
1-00903-7501,#DIV/0!,1009037501
1-00903-7502,0.066666667,1009037502
1-00904-0040,0.066666667,1009040040
1-00904-0043,0.066666667,1009040043
1-00906-0042,0.066666667,1009060042
1-00908-7501,0.066666667,1009087501
1-00908-7502,0.1,1009087502
1-00909-0028,0.066666667,1009090028
1-00909-0046,0.1,1009090046
1-00910-0061,0.1,1009100061
1-00910-7501,0.1,1009107501
1-00911-0001,0.066666667,1009110001
1-00911-0061,0.066666667,1009110061
1-00911-0064,0.066666667,1009110064
1-00911-7501,0.066666667,1009117501
1-00911-7502,0.066666667,1009117502
1-00912-7502,0.066666667,1009127502
1-00915-7501,#DIV/0!,1009157501
1-00916-0019,0.066666667,1009160019
1-00916-0037,0.066666667,1009160037
1-00916-7501,0.066666667,1009167501
1-00917-7501,0.066666667,1009177501
1-00918-0007,#DIV/0!,1009180007
1-00920-7501,0.066666667,1009207501
1-00924-7501,0.066666667,1009247501
1-00925-0060,0.066666667,1009250060
1-00927-7501,0.1,1009277501
1-00928-0009,0.066666667,1009280009
1-00928-0040,0.066666667,1009280040
1-00928-7503,0.066666667,1009287503
1-00929-0050,0.066666667,1009290050
1-00935-7501,0.066666667,1009357501
1-00936-7501,#DIV/0!,1009367501
1-00939-0028,0.1,1009390028
1-00939-0038,0.1,1009390038
1-00940-7501,0.066666667,1009407501
1-00943-7501,0.066666667,1009437501
1-00944-0001,0.066666667,1009440001
1-00944-7501,0.066666667,1009447501
1-00945-7501,0.066666667,1009457501
1-00968-7501,0.066666667,1009687501
1-00969-7501,0.066666667,1009697501
1-01003-7501,0.1,1010037501
1-01006-0063,0.1,1010060063
1-01006-7501,0.1,1010067501
1-01007-0061,#DIV/0!,1010070061
1-01008-7501,0.1,1010087501
1-01008-7502,0.1,1010087502
1-01008-7503,0.1,1010087503
1-01009-7501,0.1,1010097501
1-01010-0046,0.1,1010100046
1-01010-7501,0.1,1010107501
1-01010-7502,0.1,1010107502
1-01010-7504,0.1,1010107504
1-01010-7505,0.1,1010107505
1-01011-0025,#DIV/0!,1010110025
1-01011-7501,0.066666667,1010117501
1-01011-7502,0.1,1010117502
1-01011-7503,0.1,1010117503
1-01011-7504,0.1,1010117504
1-01011-7505,0.1,1010117505
1-01018-7502,0.1,1010187502
1-01020-7502,0.1,1010207502
1-01022-0061,#DIV/0!,1010220061
1-01025-7501,3.066666667,1010257501
1-01027-7504,#DIV/0!,1010277504
1-01028-7501,0.066666667,1010287501
1-01032-7501,0.066666667,1010327501
1-01033-0009,0.066666667,1010330009
1-01038-7501,0.2,1010387501
1-01039-0032,#DIV/0!,1010390032
1-01040-7501,#DIV/0!,1010407501
1-01042-0007,0.066666667,1010420007
1-01042-7502,0.066666667,1010427502
1-01043-7501,#DIV/0!,1010437501
1-01043-7502,#DIV/0!,1010437502
1-01043-7503,0.066666667,1010437503
1-01045-0029,#DIV/0!,1010450029
1-01045-0054,#DIV/0!,1010450054
1-01047-7501,0.066666667,1010477501
1-01047-7503,0.066666667,1010477503
1-01048-0026,0.066666667,1010480026
1-01048-7501,0.066666667,1010487501
1-01048-7504,0.066666667,1010487504
1-01051-7501,0.066666667,1010517501
1-01053-0044,3.066666667,1010530044
1-01053-7503,0.066666667,1010537503
1-01054-7502,0.066666667,1010547502
1-01055-7501,#DIV/0!,1010557501
1-01056-7501,#DIV/0!,1010567501
1-01058-7501,0.066666667,1010587501
1-01063-7501,0.066666667,1010637501
1-01063-7502,0.066666667,1010637502
1-01063-7503,#DIV/0!,1010637503
1-01064-7501,0.066666667,1010647501
1-01064-7502,0.066666667,1010647502
1-01067-0012,0.066666667,1010670012
1-01067-0052,#DIV/0!,1010670052
1-01067-7501,0.066666667,1010677501
1-01067-7502,0.066666667,1010677502
1-01067-7503,0.2,1010677503
1-01070-7501,#DIV/0!,1010707501
1-01071-7501,0.066666667,1010717501
1-01071-7502,0.066666667,1010717502
1-01071-7503,0.066666667,1010717503
1-01075-7501,0.066666667,1010757501
1-01075-7502,0.066666667,1010757502
1-01076-7501,0.2,1010767501
1-01079-9029,#DIV/0!,1010799029
1-01081-7503,0.2,1010817503
1-01082-7501,0.2,1010827501
1-01083-0037,0.066666667,1010830037
1-01086-0031,#DIV/0!,1010860031
1-01089-0001,0.066666667,1010890001
1-01089-7501,0.2,1010897501
1-01090-0023,#DIV/0!,1010900023
1-01090-7501,0.066666667,1010907501
1-01113-7501,0.066666667,1011137501
1-01113-7502,#DIV/0!,1011137502
1-01114-7501,0.066666667,1011147501
1-01114-7502,0.066666667,1011147502
1-01114-7503,#DIV/0!,1011147503
1-01115-7501,0.066666667,1011157501
1-01115-7502,0.066666667,1011157502
1-01115-7503,0.1,1011157503
1-01116-7501,0.066666667,1011167501
1-01116-7502,0.066666667,1011167502
1-01117-7501,0.066666667,1011177501
1-01117-7502,0.1,1011177502
1-01118-7501,#DIV/0!,1011187501
1-01118-7502,0.066666667,1011187502
1-01120-7501,0.066666667,1011207501
1-01124-0062,0.066666667,1011240062
1-01124-7501,0.066666667,1011247501
1-01125-0009,0.066666667,1011250009
1-01125-7501,0.066666667,1011257501
1-01125-7502,0.066666667,1011257502
1-01126-7502,0.066666667,1011267502
1-01127-0001,#DIV/0!,1011270001
1-01128-0061,0.066666667,1011280061
1-01128-7502,#DIV/0!,1011287502
1-01129-7501,#DIV/0!,1011297501
1-01131-7501,0.066666667,1011317501
1-01131-7502,0.066666667,1011317502
1-01132-7501,#DIV/0!,1011327501
1-01137-7501,#DIV/0!,1011377501
1-01138-7501,0.066666667,1011387501
1-01138-7502,0.066666667,1011387502
1-01139-7501,0.066666667,1011397501
1-01139-7503,#DIV/0!,1011397503
1-01140-7501,0.066666667,1011407501
1-01140-7502,0.066666667,1011407502
1-01141-7501,#DIV/0!,1011417501
1-01141-7502,0.066666667,1011417502
1-01142-7501,2.466666667,1011427501
1-01142-7502,0.066666667,1011427502
1-01143-7502,#DIV/0!,1011437502
1-01143-7503,0.066666667,1011437503
1-01143-7504,0.066666667,1011437504
1-01143-7505,0.066666667,1011437505
1-01144-7501,0.066666667,1011447501
1-01146-7501,0.066666667,1011467501
1-01146-7504,6.066666667,1011467504
1-01147-7501,0.066666667,1011477501
1-01148-0062,0.066666667,1011480062
1-01149-0030,#DIV/0!,1011490030
1-01149-7501,#DIV/0!,1011497501
1-01150-0035,0.066666667,1011500035
1-01150-7502,0.066666667,1011507502
1-01150-7503,0.066666667,1011507503
1-01150-7504,0.066666667,1011507504
1-01151-7502,0.066666667,1011517502
1-01151-7503,0.066666667,1011517503
1-01152-7501,0.066666667,1011527501
1-01152-7502,0.066666667,1011527502
1-01158-0129,0.066666667,1011580129
1-01158-7501,0.066666667,1011587501
1-01158-7502,0.066666667,1011587502
1-01158-7503,0.066666667,1011587503
1-01158-7504,0.066666667,1011587504
1-01158-7505,#DIV/0!,1011587505
1-01158-7506,0.066666667,1011587506
1-01162-0141,0.066666667,1011620141
1-01162-7501,0.2,1011627501
1-01163-0053,0.066666667,1011630053
1-01163-0058,0.066666667,1011630058
1-01163-7501,0.066666667,1011637501
1-01163-7502,0.2,1011637502
1-01163-7503,#DIV/0!,1011637503
1-01164-7501,#DIV/0!,1011647501
1-01165-7501,0.066666667,1011657501
1-01165-7503,#DIV/0!,1011657503
1-01165-7505,#DIV/0!,1011657505
1-01166-7501,0.066666667,1011667501
1-01167-0007,0.066666667,1011670007
1-01167-0040,#DIV/0!,1011670040
1-01167-7501,0.066666667,1011677501
1-01168-0010,0.066666667,1011680010
1-01168-7501,0.2,1011687501
1-01169-0008,0.066666667,1011690008
1-01169-7501,0.066666667,1011697501
1-01169-7502,0.2,1011697502
1-01170-7501,0.066666667,1011707501
1-01170-7502,0.2,1011707502
1-01171-7501,0.066666667,1011717501
1-01171-7502,0.066666667,1011717502
1-01171-7503,0.066666667,1011717503
1-01171-7504,0.066666667,1011717504
1-01171-7505,0.066666667,1011717505
1-01171-7506,0.066666667,1011717506
1-01171-7507,#DIV/0!,1011717507
1-01179-7501,0.066666667,1011797501
1-01179-7502,0.066666667,1011797502
1-01179-7503,0.066666667,1011797503
1-01182-7501,1.266666667,1011827501
1-01183-0022,3.066666667,1011830022
1-01184-0002,0.066666667,1011840002
1-01184-0089,0.066666667,1011840089
1-01184-7501,0.066666667,1011847501
1-01197-0064,0.066666667,1011970064
1-01197-7501,0.066666667,1011977501
1-01198-0015,0.066666667,1011980015
1-01198-7501,0.066666667,1011987501
1-01198-7502,#DIV/0!,1011987502
1-01199-0061,0.066666667,1011990061
1-01199-7502,0.066666667,1011997502
1-01200-0005,0.066666667,1012000005
1-01202-7501,0.066666667,1012027501
1-01203-7501,#DIV/0!,1012037501
1-01203-7502,0.066666667,1012037502
1-01206-7501,#DIV/0!,1012067501
1-01209-7501,0.066666667,1012097501
1-01210-0023,0.1,1012100023
1-01210-0033,0.066666667,1012100033
1-01210-7501,0.1,1012107501
1-01210-7502,0.1,1012107502
1-01212-7501,0.066666667,1012127501
1-01213-0034,0.066666667,1012130034
1-01213-0035,0.066666667,1012130035
1-01213-0040,#DIV/0!,1012130040
1-01213-7503,0.066666667,1012137503
1-01213-7504,#DIV/0!,1012137504
1-01213-7506,0.066666667,1012137506
1-01216-7501,#DIV/0!,1012167501
1-01216-7502,0.066666667,1012167502
1-01216-7503,0.066666667,1012167503
1-01219-7501,0.066666667,1012197501
1-01220-7501,0.066666667,1012207501
1-01220-7502,0.066666667,1012207502
1-01220-7503,3.066666667,1012207503
1-01220-7504,0.066666667,1012207504
1-01221-0001,3.066666667,1012210001
1-01223-7501,0.066666667,1012237501
1-01223-7502,0.066666667,1012237502
1-01223-7503,0.066666667,1012237503
1-01223-7504,0.2,1012237504
1-01227-0040,#DIV/0!,1012270040
1-01227-0041,0.1,1012270041
1-01228-0030,0.1,1012280030
1-01228-7501,#DIV/0!,1012287501
1-01228-7502,#DIV/0!,1012287502
1-01228-7503,0.066666667,1012287503
1-01229-0008,0.066666667,1012290008
1-01229-0036,#DIV/0!,1012290036
1-01229-7501,0.066666667,1012297501
1-01229-7502,#DIV/0!,1012297502
1-01229-7503,0.2,1012297503
1-01230-0030,0.066666667,1012300030
1-01230-7501,#DIV/0!,1012307501
1-01231-7501,#DIV/0!,1012317501
1-01232-7501,0.066666667,1012327501
1-01232-7502,#DIV/0!,1012327502
1-01233-0029,0.066666667,1012330029
1-01233-7501,0.066666667,1012337501
1-01233-7502,0.066666667,1012337502
1-01234-0019,0.066666667,1012340019
1-01234-7501,#DIV/0!,1012347501
1-01235-0032,0.066666667,1012350032
1-01235-0035,0.066666667,1012350035
1-01235-7501,0.066666667,1012357501
1-01236-0044,#DIV/0!,1012360044
1-01236-7501,0.066666667,1012367501
1-01236-7502,#DIV/0!,1012367502
1-01236-7503,0.2,1012367503
1-01237-7501,0.066666667,1012377501
1-01237-7502,0.066666667,1012377502
1-01238-7501,0.066666667,1012387501
1-01238-7503,0.066666667,1012387503
1-01239-7501,0.066666667,1012397501
1-01239-7502,0.066666667,1012397502
1-01240-0010,#DIV/0!,1012400010
1-01240-7501,0.066666667,1012407501
1-01240-7502,0.066666667,1012407502
1-01241-0038,0.066666667,1012410038
1-01241-7501,#DIV/0!,1012417501
1-01243-0042,#DIV/0!,1012430042
1-01243-7501,0.066666667,1012437501
1-01244-7501,0.1,1012447501
1-01245-7501,#DIV/0!,1012457501
1-01246-7501,#DIV/0!,1012467501
1-01247-7501,0.066666667,1012477501
1-01247-7502,0.2,1012477502
1-01250-7503,0.066666667,1012507503
1-01250-7504,0.066666667,1012507504
1-01251-7501,0.066666667,1012517501
1-01252-7501,0.066666667,1012527501
1-01253-7501,0.066666667,1012537501
1-01253-7502,#DIV/0!,1012537502
1-01253-7503,0.066666667,1012537503
1-01260-7502,#DIV/0!,1012607502
1-01263-7501,0.1,1012637501
1-01269-7501,#DIV/0!,1012697501
1-01270-7501,#DIV/0!,1012707501
1-01271-7501,0.066666667,1012717501
1-01272-7501,#DIV/0!,1012727501
1-01273-7501,0.1,1012737501
1-01274-7502,0.1,1012747502
1-01274-7503,0.1,1012747503
1-01274-7504,0.1,1012747504
1-01279-7501,0.1,1012797501
1-01283-0064,0.066666667,1012830064
1-01287-7501,0.1,1012877501
1-01290-7501,0.1,1012907501
1-01292-7501,0.1,1012927501
1-01294-7501,0.1,1012947501
1-01298-0041,0.1,1012980041
1-01300-0050,#DIV/0!,1013000050
1-01302-0033,6.066666667,1013020033
1-01303-7501,0.1,1013037501
1-01306-0050,0.066666667,1013060050
1-01309-0041,0.066666667,1013090041
1-01309-7502,0.066666667,1013097502
1-01310-7501,0.066666667,1013107501
1-01310-7502,0.066666667,1013107502
1-01310-7503,0.066666667,1013107503
1-01312-0033,0.066666667,1013120033
1-01312-7501,0.1,1013127501
1-01312-7502,0.1,1013127502
1-01313-7501,0.066666667,1013137501
1-01314-7501,0.066666667,1013147501
1-01317-0020,0.066666667,1013170020
1-01317-0030,0.066666667,1013170030
1-01319-0037,0.066666667,1013190037
1-01319-7501,0.066666667,1013197501
1-01319-7502,0.066666667,1013197502
1-01320-7501,0.066666667,1013207501
1-01320-7502,0.066666667,1013207502
1-01320-7503,0.066666667,1013207503
1-01320-7504,0.066666667,1013207504
1-01320-7505,0.066666667,1013207505
1-01320-7506,3.066666667,1013207506
1-01321-0034,0.066666667,1013210034
1-01322-0030,0.066666667,1013220030
1-01322-7501,0.066666667,1013227501
1-01322-7502,0.2,1013227502
1-01323-7501,0.066666667,1013237501
1-01324-0042,0.066666667,1013240042
1-01324-7501,0.066666667,1013247501
1-01325-0019,#DIV/0!,1013250019
1-01325-7501,0.066666667,1013257501
1-01325-7502,0.066666667,1013257502
1-01325-7503,0.066666667,1013257503
1-01325-7504,#DIV/0!,1013257504
1-01326-7501,0.066666667,1013267501
1-01327-7501,0.066666667,1013277501
1-01327-7502,0.066666667,1013277502
1-01329-7501,0.066666667,1013297501
1-01330-7501,0.066666667,1013307501
1-01331-7501,0.066666667,1013317501
1-01331-7502,0.1,1013317502
1-01331-7503,0.066666667,1013317503
1-01336-7501,0.066666667,1013367501
1-01338-7501,0.066666667,1013387501
1-01338-7502,0.066666667,1013387502
1-01339-0010,0.066666667,1013390010
1-01339-0019,0.066666667,1013390019
1-01340-7501,0.066666667,1013407501
1-01341-0047,0.066666667,1013410047
1-01341-0048,0.066666667,1013410048
1-01341-7501,#DIV/0!,1013417501
1-01341-7502,#DIV/0!,1013417502
1-01341-7503,0.066666667,1013417503
1-01341-7504,0.066666667,1013417504
1-01341-7505,0.066666667,1013417505
1-01342-0001,0.066666667,1013420001
1-01342-7501,#DIV/0!,1013427501
1-01342-7502,0.066666667,1013427502
1-01342-7503,#DIV/0!,1013427503
1-01343-0024,0.066666667,1013430024
1-01343-7501,0.066666667,1013437501
1-01343-7504,0.066666667,1013437504
1-01344-0020,0.066666667,1013440020
1-01344-0036,0.066666667,1013440036
1-01344-7501,0.066666667,1013447501
1-01344-7502,0.066666667,1013447502
1-01345-7501,0.066666667,1013457501
1-01346-0010,0.066666667,1013460010
1-01346-0023,1.266666667,1013460023
1-01346-7501,0.066666667,1013467501
1-01346-7503,0.066666667,1013467503
1-01347-0034,0.066666667,1013470034
1-01347-7501,0.066666667,1013477501
1-01349-7501,0.066666667,1013497501
1-01349-7502,0.066666667,1013497502
1-01349-7503,3.066666667,1013497503
1-01350-7501,3.066666667,1013507501
1-01362-7502,0.1,1013627502
1-01365-0009,3.066666667,1013650009
1-01365-7501,0.066666667,1013657501
1-01365-7502,0.066666667,1013657502
1-01366-7501,0.066666667,1013667501
1-01368-7501,3.066666667,1013687501
1-01369-7501,0.066666667,1013697501
1-01370-7501,#DIV/0!,1013707501
1-01373-0030,#DIV/0!,1013730030
1-01373-7501,#DIV/0!,1013737501
1-01373-7502,#DIV/0!,1013737502
1-01373-7503,#DIV/0!,1013737503
1-01373-7504,#DIV/0!,1013737504
1-01374-7502,0.066666667,1013747502
1-01375-7501,0.066666667,1013757501
1-01376-7501,0.066666667,1013767501
1-01376-7502,0.066666667,1013767502
1-01377-7501,0.066666667,1013777501
1-01377-7502,0.1,1013777502
1-01377-7503,0.066666667,1013777503
1-01379-7502,0.066666667,1013797502
1-01379-7504,0.066666667,1013797504
1-01380-0014,0.066666667,1013800014
1-01380-7501,0.066666667,1013807501
1-01381-0010,0.066666667,1013810010
1-01381-0017,0.066666667,1013810017
1-01381-0059,#DIV/0!,1013810059
1-01381-7501,0.066666667,1013817501
1-01381-7502,0.066666667,1013817502
1-01381-7503,0.066666667,1013817503
1-01381-7504,0.066666667,1013817504
1-01382-7501,0.066666667,1013827501
1-01383-0012,0.066666667,1013830012
1-01384-7501,0.066666667,1013847501
1-01384-7502,0.066666667,1013847502
1-01385-7502,0.066666667,1013857502
1-01386-7501,0.066666667,1013867501
1-01386-7502,0.066666667,1013867502
1-01388-7501,0.066666667,1013887501
1-01390-7501,0.2,1013907501
1-01390-7502,0.066666667,1013907502
1-01391-7501,0.066666667,1013917501
1-01392-0047,0.066666667,1013920047
1-01392-7501,0.066666667,1013927501
1-01393-7501,3.066666667,1013937501
1-01394-7501,2.466666667,1013947501
1-01395-7501,0.066666667,1013957501
1-01395-7502,0.066666667,1013957502
1-01395-7503,0.066666667,1013957503
1-01397-7502,#DIV/0!,1013977502
1-01397-7503,0.066666667,1013977503
1-01397-7504,0.066666667,1013977504
1-01397-7505,0.066666667,1013977505
1-01398-7501,#DIV/0!,1013987501
1-01398-7502,0.066666667,1013987502
1-01400-7501,0.066666667,1014007501
1-01402-7501,#DIV/0!,1014027501
1-01404-7501,0.066666667,1014047501
1-01404-7503,0.066666667,1014047503
1-01405-7501,#DIV/0!,1014057501
1-01407-7501,0.066666667,1014077501
1-01409-7501,0.066666667,1014097501
1-01409-7502,0.066666667,1014097502
1-01409-7503,0.066666667,1014097503
1-01410-7501,0.066666667,1014107501
1-01410-7502,#DIV/0!,1014107502
1-01410-7503,0.066666667,1014107503
1-01410-7504,0.066666667,1014107504
1-01411-0031,1.266666667,1014110031
1-01411-7501,0.066666667,1014117501
1-01411-7502,0.066666667,1014117502
1-01412-0012,0.066666667,1014120012
1-01412-7501,0.066666667,1014127501
1-01412-7502,0.066666667,1014127502
1-01412-7503,0.066666667,1014127503
1-01413-7501,0.066666667,1014137501
1-01413-7502,0.066666667,1014137502
1-01414-7501,0.066666667,1014147501
1-01414-7502,0.066666667,1014147502
1-01414-7503,0.066666667,1014147503
1-01415-0009,0.066666667,1014150009
1-01415-7501,#DIV/0!,1014157501
1-01419-7501,0.066666667,1014197501
1-01419-7502,0.066666667,1014197502
1-01419-7503,0.066666667,1014197503
1-01420-7501,0.066666667,1014207501
1-01423-7501,0.066666667,1014237501
1-01424-0029,0.066666667,1014240029
1-01424-7501,0.066666667,1014247501
1-01424-7503,0.066666667,1014247503
1-01425-0026,0.066666667,1014250026
1-01425-0028,#DIV/0!,1014250028
1-01425-7501,#DIV/0!,1014257501
1-01429-7502,0.066666667,1014297502
1-01430-7501,0.066666667,1014307501
1-01431-0032,3.066666667,1014310032
1-01432-7501,0.066666667,1014327501
1-01433-7501,#DIV/0!,1014337501
1-01435-7501,0.066666667,1014357501
1-01436-0022,0.066666667,1014360022
1-01436-7501,#DIV/0!,1014367501
1-01436-7502,#DIV/0!,1014367502
1-01436-7503,0.066666667,1014367503
1-01437-0041,0.066666667,1014370041
1-01438-7501,0.066666667,1014387501
1-01439-0009,0.066666667,1014390009
1-01439-0023,0.066666667,1014390023
1-01439-7501,0.066666667,1014397501
1-01439-7502,0.066666667,1014397502
1-01441-7501,0.066666667,1014417501
1-01443-7501,#DIV/0!,1014437501
1-01444-0042,#DIV/0!,1014440042
1-01444-7501,0.066666667,1014447501
1-01445-7501,#DIV/0!,1014457501
1-01446-7501,0.066666667,1014467501
1-01446-7502,0.066666667,1014467502
1-01446-7503,0.066666667,1014467503
1-01447-0023,#DIV/0!,1014470023
1-01448-0001,#DIV/0!,1014480001
1-01448-7501,0.066666667,1014487501
1-01449-0003,6.066666667,1014490003
1-01449-7501,0.066666667,1014497501
1-01449-7502,0.066666667,1014497502
1-01450-7501,0.066666667,1014507501
1-01451-7501,0.066666667,1014517501
1-01452-7501,0.2,1014527501
1-01453-7501,0.066666667,1014537501
1-01455-0013,0.066666667,1014550013
1-01455-0021,0.066666667,1014550021
1-01455-7501,0.066666667,1014557501
1-01457-0046,0.066666667,1014570046
1-01457-0145,0.066666667,1014570145
1-01457-7501,0.066666667,1014577501
1-01458-0042,#DIV/0!,1014580042
1-01458-0043,#DIV/0!,1014580043
1-01458-7501,0.066666667,1014587501
1-01458-7502,0.066666667,1014587502
1-01458-7503,0.066666667,1014587503
1-01458-7504,0.066666667,1014587504
1-01460-0039,#DIV/0!,1014600039
1-01460-7501,0.066666667,1014607501
1-01461-7501,0.066666667,1014617501
1-01463-7501,0.066666667,1014637501
1-01464-7501,0.066666667,1014647501
1-01465-0021,3.066666667,1014650021
1-01466-7501,3.066666667,1014667501
1-01467-0021,#DIV/0!,1014670021
1-01467-7501,0.066666667,1014677501
1-01469-7501,0.066666667,1014697501
1-01469-7502,0.1,1014697502
1-01470-7501,0.066666667,1014707501
1-01471-7501,0.066666667,1014717501
1-01472-0022,0.066666667,1014720022
1-01473-7501,#DIV/0!,1014737501
1-01473-7502,0.066666667,1014737502
1-01473-7503,0.066666667,1014737503
1-01473-7504,0.066666667,1014737504
1-01483-7501,#DIV/0!,1014837501
1-01484-0026,0.066666667,1014840026
1-01484-7501,0.066666667,1014847501
1-01487-7501,0.066666667,1014877501
1-01487-7502,0.066666667,1014877502
1-01488-0001,#DIV/0!,1014880001
1-01488-0013,#DIV/0!,1014880013
1-01488-0045,#DIV/0!,1014880045
1-01490-0122,0.1,1014900122
1-01491-0041,0.066666667,1014910041
1-01491-7501,0.066666667,1014917501
1-01491-7502,0.066666667,1014917502
1-01492-0015,#DIV/0!,1014920015
1-01492-7501,0.066666667,1014927501
1-01493-7501,0.066666667,1014937501
1-01493-7502,0.066666667,1014937502
1-01493-7503,0.066666667,1014937503
1-01493-7504,0.066666667,1014937504
1-01494-0015,0.066666667,1014940015
1-01495-7501,0.066666667,1014957501
1-01496-7501,0.066666667,1014967501
1-01497-0009,#DIV/0!,1014970009
1-01498-0007,0.066666667,1014980007
1-01498-7501,0.066666667,1014987501
1-01499-7501,0.066666667,1014997501
1-01500-0053,#DIV/0!,1015000053
1-01500-0065,0.066666667,1015000065
1-01501-7501,0.066666667,1015017501
1-01503-7501,0.066666667,1015037501
1-01505-7501,0.066666667,1015057501
1-01505-7502,#DIV/0!,1015057502
1-01507-7501,0.066666667,1015077501
1-01509-0006,0.066666667,1015090006
1-01509-0020,0.066666667,1015090020
1-01510-7501,0.066666667,1015107501
1-01511-7501,0.066666667,1015117501
1-01511-7502,0.2,1015117502
1-01512-7502,0.066666667,1015127502
1-01513-7501,0.066666667,1015137501
1-01513-7502,6.066666667,1015137502
1-01514-7501,0.066666667,1015147501
1-01515-7501,3.066666667,1015157501
1-01515-7502,0.066666667,1015157502
1-01515-7503,0.066666667,1015157503
1-01516-7501,0.066666667,1015167501
1-01516-7502,#DIV/0!,1015167502
1-01517-7501,#DIV/0!,1015177501
1-01518-0031,0.066666667,1015180031
1-01518-7501,0.066666667,1015187501
1-01519-7501,0.066666667,1015197501
1-01521-0007,0.066666667,1015210007
1-01521-7501,#DIV/0!,1015217501
1-01524-0001,0.066666667,1015240001
1-01524-7501,0.066666667,1015247501
1-01524-7502,0.066666667,1015247502
1-01526-0021,#DIV/0!,1015260021
1-01526-7501,0.066666667,1015267501
1-01526-7502,0.066666667,1015267502
1-01527-0028,0.066666667,1015270028
1-01527-7501,0.066666667,1015277501
1-01527-7502,0.066666667,1015277502
1-01530-0009,0.066666667,1015300009
1-01531-7501,0.2,1015317501
1-01532-7501,0.066666667,1015327501
1-01534-7501,0.066666667,1015347501
1-01535-0018,0.066666667,1015350018
1-01535-0031,0.066666667,1015350031
1-01535-0038,0.066666667,1015350038
1-01536-7501,0.066666667,1015367501
1-01539-7501,#DIV/0!,1015397501
1-01540-7501,0.066666667,1015407501
1-01540-7502,0.066666667,1015407502
1-01543-7501,0.066666667,1015437501
1-01544-7501,#DIV/0!,1015447501
1-01547-7501,0.066666667,1015477501
1-01548-0018,0.066666667,1015480018
1-01548-0035,0.066666667,1015480035
1-01548-0123,0.066666667,1015480123
1-01548-7501,0.066666667,1015487501
1-01548-7502,0.2,1015487502
1-01550-7501,0.066666667,1015507501
1-01551-0015,0.066666667,1015510015
1-01551-0018,3.066666667,1015510018
1-01551-7501,#DIV/0!,1015517501
1-01552-0023,0.066666667,1015520023
1-01552-7501,0.1,1015527501
1-01552-7502,0.1,1015527502
1-01554-0011,0.066666667,1015540011
1-01554-0043,0.066666667,1015540043
1-01554-7501,0.066666667,1015547501
1-01555-7501,#DIV/0!,1015557501
1-01557-7501,0.066666667,1015577501
1-01557-7502,#DIV/0!,1015577502
1-01559-0019,#DIV/0!,1015590019
1-01559-0033,#DIV/0!,1015590033
1-01561-0021,#DIV/0!,1015610021
1-01562-7501,0.066666667,1015627501
1-01563-0004,#DIV/0!,1015630004
