Boro-Block-Lot,Scaled Ratiness,BBLID
1-01563-0020,#DIV/0!,1015630020
1-01564-7502,0.066666667,1015647502
1-01565-7501,3.066666667,1015657501
1-01566-7501,0.066666667,1015667501
1-01568-0021,#DIV/0!,1015680021
1-01569-7501,0.066666667,1015697501
1-01569-7502,0.066666667,1015697502
1-01569-7503,0.066666667,1015697503
1-01573-0022,0.1,1015730022
1-01576-7501,0.066666667,1015767501
1-01577-0027,0.066666667,1015770027
1-01577-7501,0.066666667,1015777501
1-01577-7502,0.066666667,1015777502
1-01577-7503,0.1,1015777503
1-01578-7501,#DIV/0!,1015787501
1-01578-7502,0.066666667,1015787502
1-01580-7501,0.066666667,1015807501
1-01581-0030,#DIV/0!,1015810030
1-01584-7501,0.066666667,1015847501
1-01594-0012,0.066666667,1015940012
1-01599-7501,6.066666667,1015997501
1-01599-7502,0.066666667,1015997502
1-01600-7501,#DIV/0!,1016007501
1-01602-0066,0.066666667,1016020066
1-01602-7501,0.066666667,1016027501
1-01602-7502,0.066666667,1016027502
1-01607-7501,0.066666667,1016077501
1-01613-7501,#DIV/0!,1016137501
1-01614-7501,0.066666667,1016147501
1-01617-0007,#DIV/0!,1016170007
1-01621-0014,#DIV/0!,1016210014
1-01621-7502,0.2,1016217502
1-01623-7501,0.066666667,1016237501
1-01624-0015,0.066666667,1016240015
1-01627-0037,0.066666667,1016270037
1-01627-7501,0.066666667,1016277501
1-01630-0041,#DIV/0!,1016300041
1-01630-7502,0.066666667,1016307502
1-01631-0046,#DIV/0!,1016310046
1-01632-0023,#DIV/0!,1016320023
1-01632-7501,0.066666667,1016327501
1-01634-0044,#DIV/0!,1016340044
1-01638-7501,0.066666667,1016387501
1-01639-0057,0.066666667,1016390057
1-01639-0150,0.066666667,1016390150
1-01644-7501,0.2,1016447501
1-01644-7502,0.2,1016447502
1-01645-0012,#DIV/0!,1016450012
1-01646-7501,#DIV/0!,1016467501
1-01660-7501,#DIV/0!,1016607501
1-01661-7501,0.066666667,1016617501
1-01667-7501,0.066666667,1016677501
1-01673-0050,0.066666667,1016730050
1-01674-7501,0.066666667,1016747501
1-01676-0009,0.066666667,1016760009
1-01676-7501,3.066666667,1016767501
1-01676-7504,0.066666667,1016767504
1-01677-0009,0.066666667,1016770009
1-01677-7503,0.066666667,1016777503
1-01680-7501,0.066666667,1016807501
1-01680-7502,0.066666667,1016807502
1-01681-7501,0.066666667,1016817501
1-01681-7502,0.066666667,1016817502
1-01682-0005,1.266666667,1016820005
1-01683-7501,0.066666667,1016837501
1-01687-0038,0.066666667,1016870038
1-01710-7502,0.066666667,1017107502
1-01710-7503,0.066666667,1017107503
1-01718-0037,#DIV/0!,1017180037
1-01720-7501,0.066666667,1017207501
1-01721-7501,0.066666667,1017217501
1-01724-7501,0.1,1017247501
1-01724-7503,0.2,1017247503
1-01726-0057,0.066666667,1017260057
1-01727-7501,0.066666667,1017277501
1-01729-0007,0.066666667,1017290007
1-01729-7503,0.1,1017297503
1-01736-7501,1.266666667,1017367501
1-01745-7501,0.066666667,1017457501
1-01745-7502,#DIV/0!,1017457502
1-01753-7501,0.066666667,1017537501
1-01753-7502,0.066666667,1017537502
1-01753-7503,0.2,1017537503
1-01753-7504,0.2,1017537504
1-01755-7501,0.1,1017557501
1-01756-0067,#DIV/0!,1017560067
1-01760-0101,#DIV/0!,1017600101
1-01779-0007,1.266666667,1017790007
1-01783-0001,3.066666667,1017830001
1-01783-7501,0.066666667,1017837501
1-01784-0128,0.066666667,1017840128
1-01785-0018,0.066666667,1017850018
1-01785-7501,0.066666667,1017857501
1-01788-0022,0.066666667,1017880022
1-01788-0043,#DIV/0!,1017880043
1-01788-0044,#DIV/0!,1017880044
1-01788-7501,0.066666667,1017887501
1-01788-7502,#DIV/0!,1017887502
1-01795-7501,0.066666667,1017957501
1-01795-7502,0.2,1017957502
1-01807-7501,0.066666667,1018077501
1-01820-7501,0.066666667,1018207501
1-01820-7502,0.066666667,1018207502
1-01820-7503,0.066666667,1018207503
1-01821-0055,0.066666667,1018210055
1-01821-7502,0.2,1018217502
1-01823-7501,3.066666667,1018237501
1-01823-7502,0.066666667,1018237502
1-01824-0016,3.066666667,1018240016
1-01825-0059,1.266666667,1018250059
1-01825-0063,#DIV/0!,1018250063
1-01825-7501,#DIV/0!,1018257501
1-01826-0006,0.066666667,1018260006
1-01826-7501,0.066666667,1018267501
1-01826-7502,0.066666667,1018267502
1-01827-0001,9.066666667,1018270001
1-01828-0003,#DIV/0!,1018280003
1-01828-7501,0.066666667,1018287501
1-01828-7502,0.066666667,1018287502
1-01828-7503,0.066666667,1018287503
1-01828-7505,0.066666667,1018287505
1-01828-7506,0.2,1018287506
1-01829-0001,#DIV/0!,1018290001
1-01829-0002,0.066666667,1018290002
1-01829-7501,#DIV/0!,1018297501
1-01830-7501,#DIV/0!,1018307501
1-01830-7502,0.2,1018307502
1-01831-0056,0.066666667,1018310056
1-01831-7501,3.066666667,1018317501
1-01831-7502,3.066666667,1018317502
1-01832-7501,0.066666667,1018327501
1-01833-7501,#DIV/0!,1018337501
1-01833-7502,6.066666667,1018337502
1-01833-7503,#DIV/0!,1018337503
1-01833-7504,#DIV/0!,1018337504
1-01833-7505,0.2,1018337505
1-01833-7506,0.2,1018337506
1-01837-7501,0.066666667,1018377501
1-01838-7501,#DIV/0!,1018387501
1-01838-7502,#DIV/0!,1018387502
1-01839-0022,0.066666667,1018390022
1-01839-0041,0.066666667,1018390041
1-01840-7501,#DIV/0!,1018407501
1-01841-0006,0.066666667,1018410006
1-01841-0054,0.066666667,1018410054
1-01841-0055,0.066666667,1018410055
1-01841-0061,#DIV/0!,1018410061
1-01841-0160,#DIV/0!,1018410160
1-01841-7501,0.066666667,1018417501
1-01841-7503,0.066666667,1018417503
1-01842-0002,0.066666667,1018420002
1-01842-0053,0.066666667,1018420053
1-01842-7501,0.066666667,1018427501
1-01842-7502,0.066666667,1018427502
1-01843-0034,0.066666667,1018430034
1-01843-0044,0.066666667,1018430044
1-01843-0062,0.066666667,1018430062
1-01843-7501,#DIV/0!,1018437501
1-01844-0005,0.066666667,1018440005
1-01844-0020,#DIV/0!,1018440020
1-01845-7502,#DIV/0!,1018457502
1-01847-7502,0.2,1018477502
1-01848-0036,1.266666667,1018480036
1-01848-7501,0.066666667,1018487501
1-01848-7502,0.066666667,1018487502
1-01848-7503,0.2,1018487503
1-01851-7501,#DIV/0!,1018517501
1-01852-7501,0.2,1018527501
1-01852-7502,0.2,1018527502
1-01859-7501,0.066666667,1018597501
1-01861-0010,#DIV/0!,1018610010
1-01862-7501,0.066666667,1018627501
1-01864-0023,#DIV/0!,1018640023
1-01868-0020,#DIV/0!,1018680020
1-01868-0040,0.066666667,1018680040
1-01868-0044,0.066666667,1018680044
1-01868-7501,#DIV/0!,1018687501
1-01869-0059,0.066666667,1018690059
1-01869-7501,#DIV/0!,1018697501
1-01869-7502,#DIV/0!,1018697502
1-01869-7503,#DIV/0!,1018697503
1-01870-7501,0.066666667,1018707501
1-01870-7502,#DIV/0!,1018707502
1-01870-7503,#DIV/0!,1018707503
1-01871-7501,0.066666667,1018717501
1-01871-7502,0.066666667,1018717502
1-01874-0052,0.066666667,1018740052
1-01874-7501,#DIV/0!,1018747501
1-01876-0061,1.266666667,1018760061
1-01876-7501,0.1,1018767501
1-01878-0012,#DIV/0!,1018780012
1-01878-0025,0.066666667,1018780025
1-01878-7501,#DIV/0!,1018787501
1-01879-0049,#DIV/0!,1018790049
1-01881-7501,#DIV/0!,1018817501
1-01881-7502,0.066666667,1018817502
1-01881-7503,0.066666667,1018817503
1-01882-0020,3.066666667,1018820020
1-01882-0028,#DIV/0!,1018820028
1-01882-0042,3.066666667,1018820042
1-01882-7501,0.066666667,1018827501
1-01882-7502,#DIV/0!,1018827502
1-01883-0014,0.066666667,1018830014
1-01883-7501,#DIV/0!,1018837501
1-01883-7502,0.066666667,1018837502
1-01887-0040,#DIV/0!,1018870040
1-01887-7501,0.066666667,1018877501
1-01888-7501,0.066666667,1018887501
1-01888-7502,#DIV/0!,1018887502
1-01888-7503,0.2,1018887503
1-01889-0040,#DIV/0!,1018890040
1-01889-7501,0.066666667,1018897501
1-01891-7502,0.2,1018917502
1-01892-0016,0.066666667,1018920016
1-01893-7501,#DIV/0!,1018937501
1-01893-7502,#DIV/0!,1018937502
1-01894-7501,#DIV/0!,1018947501
1-01896-7501,#DIV/0!,1018967501
1-01903-7501,0.066666667,1019037501
1-01908-7502,0.066666667,1019087502
1-01908-7504,#DIV/0!,1019087504
1-01914-7502,0.1,1019147502
1-01914-7503,0.2,1019147503
1-01917-7501,0.066666667,1019177501
1-01918-0036,#DIV/0!,1019180036
1-01918-7501,0.2,1019187501
1-01920-0018,0.066666667,1019200018
1-01922-0057,0.066666667,1019220057
1-01922-0061,#DIV/0!,1019220061
1-01922-7501,0.066666667,1019227501
1-01923-7501,0.066666667,1019237501
1-01924-7501,0.066666667,1019247501
1-01928-7506,0.2,1019287506
1-01929-7501,0.066666667,1019297501
1-01929-7504,#DIV/0!,1019297504
1-01930-7501,0.066666667,1019307501
1-01941-7501,0.2,1019417501
1-01942-7501,0.066666667,1019427501
1-01942-7502,3.066666667,1019427502
1-01943-0019,#DIV/0!,1019430019
1-01943-7501,0.066666667,1019437501
1-01943-7503,0.066666667,1019437503
1-01944-0064,0.1,1019440064
1-01944-7502,0.066666667,1019447502
1-01945-7502,0.066666667,1019457502
1-01945-7503,#DIV/0!,1019457503
1-01945-7504,3.066666667,1019457504
1-01946-7501,0.066666667,1019467501
1-01946-7502,0.2,1019467502
1-01947-7501,0.066666667,1019477501
1-01950-7501,0.066666667,1019507501
1-01954-0001,#DIV/0!,1019540001
1-01954-0029,#DIV/0!,1019540029
1-01954-7501,0.2,1019547501
1-01955-7501,0.066666667,1019557501
1-01959-7501,0.066666667,1019597501
1-01960-7502,1.266666667,1019607502
1-01962-0019,0.066666667,1019620019
1-01988-7501,0.066666667,1019887501
1-01988-7502,0.1,1019887502
1-01990-0040,0.066666667,1019900040
1-01994-0081,0.066666667,1019940081
1-01995-7501,#DIV/0!,1019957501
1-02007-7501,0.1,1020077501
1-02009-0039,#DIV/0!,1020090039
1-02011-7501,0.2,1020117501
1-02023-7503,0.066666667,1020237503
1-02025-0029,0.066666667,1020250029
1-02025-0043,#DIV/0!,1020250043
1-02025-7501,3.666666667,1020257501
1-02034-7501,0.066666667,1020347501
1-02041-0068,0.066666667,1020410068
1-02041-7502,0.066666667,1020417502
1-02041-7503,1.266666667,1020417503
1-02042-7502,0.1,1020427502
1-02044-7501,#DIV/0!,1020447501
1-02044-7502,3.066666667,1020447502
1-02045-7501,0.066666667,1020457501
1-02045-7502,0.1,1020457502
1-02045-7503,0.2,1020457503
1-02051-7501,3.066666667,1020517501
1-02064-0059,0.066666667,1020640059
1-02066-7501,#DIV/0!,1020667501
1-02079-0025,0.066666667,1020790025
1-02079-7501,0.066666667,1020797501
1-02087-0025,0.066666667,1020870025
1-02090-7501,3.066666667,1020907501
1-02090-7502,4.6,1020907502
1-02092-7501,0.1,1020927501
1-02093-7501,0.1,1020937501
1-02094-7501,#DIV/0!,1020947501
1-02094-7502,0.1,1020947502
1-02095-0033,#DIV/0!,1020950033
1-02095-7501,6.066666667,1020957501
1-02096-0034,0.066666667,1020960034
1-02096-7501,1.266666667,1020967501
1-02122-7501,0.1,1021227501
1-02134-7501,0.1,1021347501
1-02134-7502,0.1,1021347502
1-02134-7503,0.2,1021347503
1-02136-7501,0.066666667,1021367501
1-02164-7501,#DIV/0!,1021647501
1-02176-0104,#DIV/0!,1021760104
1-02179-0425,0.066666667,1021790425
1-02179-7501,0.066666667,1021797501
1-02179-7502,#DIV/0!,1021797502
1-02179-7503,0.066666667,1021797503
1-02180-7501,#DIV/0!,1021807501
1-02180-7503,0.066666667,1021807503
1-02221-7501,#DIV/0!,1022217501
